"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","DL_I2","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","Bias_type"
"973",1453,-0.76,3,0.022,60,0.00109513898194458,0.0015284590252499,0.00152755554971817,-0.059428918182456,0.0297148766797204,0.0292360594197197,0.0292335381106541,11.1927189594812,0.9053,0.9385,0.9384,0.9294,0.9299,0.9534,0.9534,0.9381,0.6942,0.9242,-0.0031,-0.0035,-0.0034,-0.0042,-0.0039,-0.001,-0.001,-0.0033,0.0012,-0.0016,0,0.172385176321029,0.17097990553719,0.170987271156123,3.34519150330504,"None"
"974",1454,-0.76,5,0.022,60,0.000315066776736095,0.000145843719527416,0.000150086401241811,-0.00128866839868058,0.0179760920785245,0.0177202235778455,0.0177193584750192,1.27199534565966,0.9012,0.9414,0.9411,0.9352,0.9349,0.9505,0.9505,0.9404,0.8496,0.9289,0.0034,4e-04,9e-04,-6e-04,-5e-04,-0.0037,-0.0037,0.0012,8e-04,0.0021,12.5217729188252,0.134081283520519,0.133120652266646,0.133123906586704,1.12788337033717,"None"
"975",1455,-0.76,10,0.022,60,0.000207020349675457,0.000296142900665486,0.000294631464807127,-0.00218342665672777,0.00914915488674541,0.00899485787941021,0.00899859444527719,0.389198444162542,0.8977,0.9367,0.936,0.9344,0.9351,0.9468,0.9465,0.9362,0.9032,0.9288,0.0015,0.0029,0.0024,0.003,0.0033,0.0038,0.0037,0.0022,-0.003,0.0024,21.1158928738548,0.0956557736470906,0.0948652074173401,0.0948455046154913,0.623885085629223,"None"
"976",1456,-0.76,30,0.022,60,-6.17505795519335e-06,2.13173453851301e-05,2.09711185393813e-05,-0.000960438546210085,0.00299773929379696,0.0029440014783516,0.00294515476192228,0.104846700298913,0.9033,0.9476,0.9475,0.945,0.9455,0.9514,0.9515,0.9448,0.9267,0.9415,7e-04,0.002,0.0013,0.0016,0.0021,6e-04,9e-04,0.0018,0.0037,0.0019,25.4953025680068,0.0547543519692415,0.0542719897094363,0.0542613624365232,0.323815168704403,"None"
"977",1457,-0.76,50,0.022,60,-0.000432034089946631,-0.000407378424193916,-0.000406248142023169,-0.00337700408877994,0.00180416335364161,0.00177441898366945,0.00177521873867484,0.0597155709413198,0.9024,0.9461,0.9448,0.9463,0.9472,0.9473,0.9474,0.9446,0.9323,0.9408,-8e-04,-0.0021,-0.0016,-7e-04,0,-0.0013,-0.0012,-0.001,0.0013,-8e-04,26.1836035757798,0.0424753706975975,0.0421334929034416,0.0421239892405255,0.244356579200324,"None"
"978",1458,-0.76,100,0.022,60,-0.000178634409635836,-0.000181671296590191,-0.000182093856501142,-0.000683474494640901,0.000899019192911819,0.000883038655979155,0.000883473805859256,0.029716191025536,0.9021,0.951,0.95,0.9487,0.9502,0.9507,0.951,0.9475,0.9323,0.9452,0.0017,0.002,0.002,0.0013,0.0016,0.0015,0.0014,0.0023,-7e-04,0.0018,27.0034840718554,0.0299846158951311,0.0297242157270253,0.0297168968924288,0.172391112757378,"None"
"979",1459,-0.76,3,1.676,60,-0.00689349964584085,-0.0061777616180394,-0.00618084028765498,-0.12785831633777,0.580596059547399,0.566299859700038,0.566297483999824,271.863192662228,0.297,0.8196,0.8197,0.9097,0.9091,0.9527,0.9527,0.8212,0.6881,0.7562,0.0024,0.0024,0.0023,-0.0021,-0.0023,0.0019,0.0019,0.0036,0.0023,0.0016,94.8173175273418,0.761975458837106,0.752539642015251,0.752541245908892,16.4886031038534,"None"
"980",1460,-0.76,5,1.676,60,-0.000719666445820111,-0.00139602428474739,-0.00139881366610772,-0.0472725688655509,0.354581703394423,0.344227762172616,0.34421198857848,25.9797579264009,0.2936,0.8836,0.8823,0.9488,0.9483,0.9521,0.9521,0.8832,0.8442,0.8451,-0.001,0.003,0.0033,-4e-04,-7e-04,-9e-04,-9e-04,0.0012,0.0022,0.0015,95.5427040295637,0.595496974920397,0.586723492238415,0.586736942174893,5.09706986834182,"None"
"981",1461,-0.76,10,1.676,60,0.00268694777220091,0.00319193699172704,0.00319245180917305,-0.0257763213972091,0.180983552365339,0.174998796857205,0.174997756491873,7.76959490197236,0.2902,0.919,0.9176,0.9498,0.9505,0.9483,0.9483,0.918,0.904,0.8994,-0.0034,-0.0012,-0.0014,-0.0024,-0.0025,-0.0023,-0.0023,-0.0016,0.0012,-0.002,95.9910420179458,0.425434404015731,0.418336067354758,0.418337314862476,2.78741949730804,"None"
"982",1462,-0.76,30,1.676,60,-0.00338524114852701,-0.00422439638255045,-0.00422449493442967,0.0282608482946826,0.0600278193499827,0.0577208741683258,0.0577206676500376,2.08456711901217,0.2944,0.9389,0.9385,0.9486,0.9493,0.9491,0.9491,0.9397,0.9264,0.9311,0.016,5e-04,-7e-04,-6e-04,1e-04,-7e-04,-7e-04,-1e-04,-0.0022,-0.0015,96.2045873231973,0.244994615713329,0.240226127121514,0.24022655873879,1.4435985734095,"None"
"983",1463,-0.76,50,1.676,60,-0.000450184083540472,-0.000752240664373405,-0.00075145127637255,0.00869392604315111,0.0370679961893204,0.035755207018935,0.0357550609203232,1.21698570707085,0.2845,0.9414,0.9416,0.9476,0.9473,0.9469,0.9469,0.9417,0.927,0.9348,-0.0047,0.0044,0.004,0.0034,0.0031,0.0041,0.0041,0.0023,-2e-04,0.002,96.2605552407265,0.192539608064623,0.189098048769698,0.189098431972915,1.10319165420311,"None"
"984",1464,-0.76,100,1.676,60,-8.07280049779369e-05,-0.000261250552897496,-0.000261375796034247,0.00445115531731555,0.0179530740326775,0.01738909249234,0.0173890626891756,0.574142336626112,0.2918,0.9458,0.9457,0.9495,0.9493,0.9497,0.9497,0.947,0.9355,0.9421,0.004,0.0024,0.0025,0.0011,0.0015,0.0025,0.0025,0.0012,3e-04,0.0013,96.2799792961385,0.133995757402863,0.131873930119692,0.13187404337784,0.757746621131785,"None"
"985",1465,-0.12,3,0,60,-0.00301924751422175,-0.0027804883667976,-0.00277118723887804,0.0283189898106219,0.0222389946150751,0.0219877621488768,0.0219888012763637,13.8926902686711,0.9423,0.958,0.9583,0.9492,0.9494,0.9508,0.9508,0.9573,0.699,0.9512,0.0037,0.0034,0.0033,0.0046,0.0042,0.0036,0.0036,0.0029,0.0126,0.003,0,0.149104332498154,0.148267731248791,0.148264052474781,3.72736872756779,"None"
"986",1466,-0.12,5,0,60,-0.000616676768712507,-0.000665475946575525,-0.000657254883848823,0.000870311714208691,0.0138356318143818,0.0136562918648212,0.0136584756443861,1.00412860762943,0.9435,0.9596,0.9601,0.9496,0.9495,0.9512,0.951,0.9595,0.85,0.9531,0.0029,0.001,0.0011,6e-04,9e-04,-0.001,-0.001,9e-04,0.0066,0.0023,0,0.117629227608037,0.116873476894306,0.116864086562376,1.00211190643274,"None"
"987",1467,-0.12,10,0,60,-0.000708579781166452,-0.000698484966920057,-0.000701257891644103,-0.00865736092786704,0.00681822414715538,0.00673915147587315,0.00674239038054678,0.298196215483883,0.9426,0.9578,0.9572,0.9492,0.95,0.9459,0.9459,0.9569,0.9036,0.9529,-0.0014,-0.0012,-0.0016,-8e-04,-6e-04,-0.0017,-0.0017,-0.0013,-0.0022,-0.0011,0,0.0825736271592772,0.0821131711432685,0.0820934682442944,0.546032124232372,"None"
"988",1468,-0.12,30,0,60,0.00041316810887787,0.00034864407462161,0.000353172871879234,0.00522634443295417,0.00228492330372108,0.00225987900785036,0.00226171918315726,0.0773433575602812,0.9423,0.9544,0.9537,0.9496,0.9499,0.9457,0.9458,0.9537,0.9268,0.9511,-0.0013,-8e-04,-0.0011,-0.002,-0.0013,-9e-04,-8e-04,-0.0011,-0.0054,-0.0017,0.531414246039908,0.0478014758552943,0.0475586021045956,0.0475392832666305,0.278071529038259,"None"
"989",1469,-0.12,50,0,60,-0.000100333557904717,-9.63468978684018e-05,-9.77299757552452e-05,-0.00308587623494085,0.00141494288390911,0.00140492517271675,0.00140605145746378,0.045239701220713,0.9356,0.949,0.9477,0.9424,0.9447,0.9412,0.941,0.9473,0.9327,0.9465,0.0056,0.005,0.0047,0.006,0.0057,0.0042,0.004,0.0049,-0.0019,0.0053,1.60693061215411,0.0376174736594408,0.0374991003167819,0.0374840818966076,0.212684512973516,"None"
"990",1470,-0.12,100,0,60,-0.000360327050196299,-0.000366733910434333,-0.000365788564403863,-0.000171088748915249,0.000685068340491685,0.000680697339280074,0.000681404132139523,0.021704939008355,0.9406,0.9519,0.9496,0.9465,0.9491,0.9454,0.9457,0.9493,0.9378,0.9487,8e-04,-0.0021,-0.0022,-0.0013,-0.0017,-0.0014,-0.0015,-0.0019,0.0016,-0.0017,2.4554994153817,0.0261726384915458,0.0261024608937959,0.0260889039365373,0.147333229262918,"None"
"991",1471,-0.12,3,0.005,60,-0.000384069376150417,-0.000250939576711892,-0.000258292917644232,-0.0320058793073647,0.0241032028450909,0.0237794024292757,0.0237782972030322,13.3179679856862,0.934,0.9534,0.9536,0.9437,0.9438,0.9499,0.9499,0.9533,0.6867,0.9456,-0.001,-0.002,-0.0018,5e-04,0.001,-0.0033,-0.0033,-0.0019,7e-04,-0.001,0,0.155259350386357,0.154209625343737,0.154213221321544,3.64942124684444,"None"
"992",1472,-0.12,5,0.005,60,9.93273399972072e-05,0.000160209780770026,0.000160837641778003,0.00107037297148445,0.0147586915948422,0.0145725752314413,0.0145744711165299,1.06290480314035,0.933,0.9538,0.9537,0.9455,0.9456,0.9485,0.9485,0.9531,0.8451,0.9465,0.0024,0.0024,0.0027,0.0041,0.0038,0.0015,0.0015,0.0021,0.0021,0.0023,0,0.12149138959077,0.120730703791814,0.120722851875542,1.03102374290697,"None"
"993",1473,-0.12,10,0.005,60,0.00023585426884655,0.0001400421767139,0.000131055126015384,0.000746099374793238,0.00749215987695165,0.00739985463831924,0.0074008542782553,0.314248104436468,0.9308,0.9502,0.9499,0.9424,0.9431,0.9457,0.9457,0.9494,0.9034,0.9451,-0.0046,-0.0034,-0.0029,-0.002,-0.0025,-0.0027,-0.0027,-0.0032,2e-04,-0.0033,1.29317612850373,0.0865612704104383,0.0860324198226186,0.0860265952134361,0.560605900494953,"None"
"994",1474,-0.12,30,0.005,60,-0.000496748169169864,-0.000489164628299815,-0.000484514124334964,-0.00105539673322975,0.00245832863498157,0.00243043486009565,0.00243262749142172,0.0837385961316653,0.9338,0.9508,0.9496,0.9442,0.9459,0.9473,0.9472,0.9486,0.9306,0.9454,0.001,0.0014,0.0012,6e-04,5e-04,0.0027,0.0028,0.0014,0.0016,0.001,7.94129035306869,0.0495815258842333,0.0493217599147187,0.0492994789214274,0.289388764217076,"None"
"995",1475,-0.12,50,0.005,60,-0.000436032377304468,-0.000414434224962734,-0.000416477485876657,-0.00197091602553978,0.0015020780049535,0.0014879634014373,0.00148889204448315,0.0488696986400901,0.9291,0.9482,0.9475,0.9441,0.9453,0.9473,0.9472,0.9461,0.9304,0.9444,5e-04,0.0014,0.0015,0.0021,0.0019,5e-04,4e-04,0.0017,0.0024,0.0018,8.42844136498458,0.0387561360887266,0.0385858455620021,0.0385738310225268,0.221067187072687,"None"
"996",1476,-0.12,100,0.005,60,-0.000341491938670571,-0.000336370178693049,-0.000336226023996883,-0.00231944560373229,0.000737695480536951,0.000731047745158945,0.000731812236391269,0.0235661085360235,0.9333,0.9515,0.9495,0.947,0.9491,0.949,0.9491,0.9492,0.9336,0.9479,0.0011,-0.0017,-0.0015,-0.002,-0.0015,-0.0022,-0.0023,-0.002,2e-04,-0.0021,9.50583146225664,0.0271597612113155,0.0270512913867088,0.0270371540852941,0.153502719899735,"None"
"997",1477,-0.12,3,0.022,60,0.00115334188724832,0.0011237745518622,0.00113376096298547,0.0112624521613386,0.0304299143027672,0.0299324440953694,0.0299356398877146,8.48337440326508,0.9008,0.9357,0.9358,0.9263,0.9268,0.9519,0.9519,0.9345,0.6794,0.9213,-0.0026,9e-04,6e-04,0.0013,0.0014,1e-04,1e-04,5e-04,0.0024,-0.0023,0,0.174446631575348,0.173024126088284,0.173014954970922,2.91274715175097,"None"
"998",1478,-0.12,5,0.022,60,0.00122715343090758,0.00131867659514458,0.00132654668598955,-0.0099336039658445,0.0183966458353925,0.0180854189573362,0.0180853063069691,1.31237923693055,0.8983,0.9396,0.9398,0.933,0.933,0.9477,0.9477,0.938,0.8494,0.9267,5e-04,-0.0014,-0.0014,-0.0016,-0.0018,-0.0035,-0.0035,-0.0014,0.0082,-0.0019,12.6150667719557,0.135635465965994,0.134481802175501,0.134482298456836,1.14560543016475,"None"
"999",1479,-0.12,10,0.022,60,0.000349920542263835,0.000359127620501193,0.000349314687123514,0.000715309770177586,0.00907452277113397,0.00891311098146417,0.00891281025725759,0.38197106416256,0.9049,0.9425,0.9429,0.9385,0.9387,0.9498,0.9497,0.9417,0.9093,0.9356,0.0021,0.0019,0.0017,0.0021,0.0019,0.0028,0.0025,0.0019,0.0013,0.002,20.7962166603124,0.095264410235585,0.0944117555946631,0.0944133115410956,0.618068566883828,"None"
"1000",1480,-0.12,30,0.022,60,-0.000997344137494208,-0.00105012495089404,-0.0010466317156049,0.00490695587245911,0.00302081348760624,0.0029714652249915,0.00297261574245259,0.10269140318311,0.9005,0.9441,0.9424,0.9417,0.9438,0.9469,0.9466,0.9409,0.9288,0.9358,0.0047,0.0023,0.0018,0.0015,0.0012,0.0021,0.0022,0.0017,-0.004,0.002,25.1979517838542,0.0549556257753297,0.0545143787110621,0.0545037570129974,0.320433445080953,"None"
"1001",1481,-0.12,50,0.022,60,-0.000359451028318844,-0.000315467850152212,-0.000317452450459263,-0.00513276558897474,0.00182845167720077,0.0017968518119005,0.00179766533065961,0.0597454441905171,0.8981,0.9461,0.9453,0.9445,0.9464,0.9486,0.9482,0.9437,0.9319,0.9398,0.0029,5e-04,5e-04,7e-04,6e-04,8e-04,8e-04,1e-04,0.0065,2e-04,26.2701534778967,0.0427610257441433,0.0423998152004724,0.0423902345491804,0.244387134307572,"None"
"1002",1482,-0.12,100,0.022,60,0.000330337235206549,0.00033821978008057,0.000337089060581219,-0.000123999929483684,0.000915390258163996,0.000899574720442967,0.000899982629615413,0.0293686144779863,0.8984,0.9481,0.9467,0.9469,0.9483,0.9484,0.9482,0.9449,0.9331,0.9428,-8e-04,0.0025,0.0023,0.0017,0.0015,0.0016,0.0018,0.0023,3e-04,0.002,26.8931769603954,0.0302551263878092,0.029999316600221,0.0299925037776377,0.17138125993127,"None"
"1003",1483,-0.12,3,1.676,60,0.00525193998333137,0.00692247184736679,0.0069239187011383,0.26472309420008,0.59720117653879,0.5831643644021,0.583157541868118,309.869475307962,0.2966,0.812,0.8102,0.9026,0.9026,0.9482,0.9482,0.8121,0.6881,0.7502,-0.0104,-0.004,-0.0038,-0.0038,-0.0048,-0.0016,-0.0016,-0.0035,0.0069,-0.003,94.5081816211144,0.772808719539901,0.763654318399195,0.763658798981423,17.6019993190933,"None"
"1004",1484,-0.12,5,1.676,60,0.00238433573458967,0.00477274561090323,0.00478161655247708,-0.0213341895683462,0.353691878200493,0.342840231728208,0.342824609811702,25.1117691895838,0.2861,0.8777,0.878,0.9445,0.9449,0.9465,0.9465,0.8784,0.8474,0.8383,-0.0021,5e-04,-2e-04,-0.0021,-0.0023,-0.0019,-0.0021,-0.0014,0.004,-0.0039,95.5084096841547,0.594744958196476,0.585522014579984,0.585535428305856,5.0113696156322,"None"
"1005",1485,-0.12,10,1.676,60,0.00342925613135428,0.00335102584763589,0.00335082764520168,0.0123003376646939,0.18145801810833,0.174681608948778,0.174680579851256,7.73950936676302,0.2848,0.9189,0.9183,0.9483,0.9494,0.948,0.9481,0.9174,0.9019,0.8992,-0.0044,-0.0047,-0.0037,-0.0041,-0.0046,-0.0044,-0.0043,-0.005,0.0025,-0.0022,95.9809172679846,0.425986390335643,0.417955524532691,0.417956754173661,2.7821092864344,"None"
"1006",1486,-0.12,30,1.676,60,-0.00194555288613958,-0.000897054767285674,-0.000897909515712128,-0.0374107844341812,0.0607010114749787,0.0585060830843976,0.058505624176144,2.04612120930718,0.2894,0.9393,0.9386,0.9471,0.9471,0.9495,0.9495,0.9366,0.9331,0.9274,0.0062,-7e-04,-2e-04,3e-04,-3e-04,1e-04,1e-04,-0.001,0.0037,-0.002,96.2199586284191,0.246380390105643,0.241889786889703,0.241890738743944,1.4300091381277,"None"
"1007",1487,-0.12,50,1.676,60,-0.000709733485215094,-0.00053521037242571,-0.000535855249316347,-0.00136121590475276,0.0356856785903365,0.034419568703579,0.0344192750954437,1.18542655157373,0.2877,0.9481,0.9483,0.9516,0.9517,0.9534,0.9534,0.946,0.9326,0.9395,0.0037,0.0013,0.0013,2e-04,5e-04,0,0,0.001,-0.0018,-5e-04,96.2634547212791,0.188914646714041,0.185532827816576,0.185533621012174,1.08882654862484,"None"
"1008",1488,-0.12,100,1.676,60,0.00246633344903245,0.00265036771519862,0.00265005536034597,-0.00129417393357203,0.0180556119339364,0.0173328183255363,0.0173327342730268,0.583592327656833,0.2845,0.9465,0.9465,0.9471,0.9474,0.9493,0.9493,0.944,0.9301,0.939,-0.0127,-0.0021,-0.0021,-1e-04,2e-04,-0.0021,-0.0021,-8e-04,-0.0031,-0.0018,96.2706192267945,0.134355253960094,0.131633750322766,0.131634063331546,0.763969251784671,"None"
"1009",1489,0,3,0,60,0.000197295149052155,8.29157135817973e-05,8.5181086845885e-05,-0.00107332382625405,0.0230742185150138,0.0228049022855844,0.0228054280765869,6.68725187921347,0.9422,0.9564,0.9564,0.9465,0.9468,0.948,0.948,0.9562,0.7019,0.9506,-0.0024,-0.0012,-8e-04,-0.0023,-0.002,0.004,0.004,-0.0012,-0.0013,-0.0018,0,0.151909470535454,0.151022189068125,0.151020449370877,2.58610121981746,"None"
"1010",1490,0,5,0,60,0.00248542173234484,0.00245541033596808,0.00244935777088325,-0.00924875546490013,0.0136413503757698,0.0135085276006111,0.0135119939012283,1.03189517161225,0.9428,0.9597,0.959,0.9496,0.9506,0.9477,0.9477,0.9588,0.8517,0.9535,-0.001,-0.0019,-0.0018,-0.001,-0.001,-5e-04,-5e-04,-0.0018,0.0023,-0.0017,0,0.116775582671434,0.116221105149911,0.116206062430441,1.01583109984728,"None"
"1011",1491,0,10,0,60,0.000611346892353045,0.000592597440684492,0.000593404325647269,0.00832581627847649,0.00683415319326032,0.00675099990649412,0.00675353659838925,0.292712513538792,0.9427,0.9581,0.9575,0.9493,0.9502,0.9473,0.9473,0.9573,0.9041,0.9533,1e-04,-3e-04,-7e-04,-0.0029,-0.003,-9e-04,-9e-04,-0.0011,-0.0019,-0.0013,0,0.0826708104141176,0.0821818706022266,0.082166440029699,0.540992108600713,"None"
"1012",1492,0,30,0,60,-0.00048679824795569,-0.000464561830160624,-0.000466565454836104,-0.00644902063691641,0.00238685755272864,0.00236694801110203,0.00236861070811468,0.0770529658608778,0.9346,0.9489,0.9474,0.9419,0.9434,0.9414,0.9416,0.9473,0.9271,0.9451,0.0054,0.0041,0.0046,0.0051,0.0052,0.0038,0.004,0.0045,1e-04,0.0051,0.520228957567045,0.0488554937148427,0.0486685718691211,0.0486515045018859,0.277523112373533,"None"
"1013",1493,0,50,0,60,0.000218369795006719,0.000216961610041739,0.0002207046890225,0.00139703446791074,0.0013848772359398,0.00137452270609118,0.00137577745343038,0.0448756521371299,0.9413,0.9542,0.9532,0.9491,0.9513,0.9482,0.9481,0.9529,0.933,0.9514,0.0023,0.0012,0.001,0.0021,0.0017,0.002,0.0019,0.0017,-0.003,0.0016,2.17268188367063,0.0372151588385319,0.0370926721806824,0.0370757750432874,0.211844726747329,"None"
"1014",1494,0,100,0,60,0.000200089201774018,0.000207377034810186,0.000206352544473342,-0.00170095394849257,0.000697979246182451,0.000692737501673823,0.000693614620950474,0.0222316569226259,0.9435,0.9542,0.9523,0.9488,0.9506,0.949,0.9491,0.952,0.9322,0.9512,5e-04,0.0012,0.0011,0.0012,0.0012,6e-04,7e-04,0.001,0.0014,0.0012,2.51295301440462,0.0264198601698594,0.0263370728008683,0.0263204060154196,0.149100592812265,"None"
"1015",1495,0,3,0.005,60,-0.00244886437804677,-0.00238464514653409,-0.00238197558286493,0.0258459348292662,0.0244107974406477,0.0241514194812324,0.0241536665489562,13.5340498763898,0.9355,0.9536,0.9536,0.9429,0.9432,0.9493,0.9493,0.9537,0.6985,0.9473,0.0041,0.0018,0.0022,0.0037,0.0034,-5e-04,-5e-04,0.0021,0.0021,0.0029,0,0.156228170404791,0.155404014690925,0.155396743091784,3.6789584582564,"None"
"1016",1496,0,5,0.005,60,0.000307480413065567,0.000387451597081436,0.000398202161603647,-0.0113098927311376,0.0152441823796584,0.0150356718022168,0.015038385805803,1.06037593531593,0.9281,0.9518,0.952,0.9411,0.942,0.9477,0.9477,0.9513,0.8448,0.9438,-0.0039,-0.0044,-0.0042,-0.0047,-0.0048,-0.0027,-0.0027,-0.0041,0.0044,-0.0034,0,0.123473124187791,0.122636581874916,0.122625549483031,1.02973494504559,"None"
"1017",1497,0,10,0.005,60,0.000470316389301504,0.000442334872816927,0.000446917019469727,0.00569458884003916,0.00747353400357125,0.00739064629943186,0.00739349796016053,0.312910725630277,0.9312,0.9508,0.9506,0.9447,0.9455,0.9477,0.9476,0.9497,0.9073,0.9454,-0.0022,4e-04,2e-04,0.0013,0.0017,0.0011,0.001,3e-04,-0.0079,-4e-04,2.73832788889714,0.0864526472242835,0.0859885901099742,0.0859720289295767,0.559383221277726,"None"
"1018",1498,0,30,0.005,60,0.000320941840220118,0.000316379049118147,0.000318680777567054,0.00264499176787464,0.00250639104151948,0.00247685560156896,0.00247831050654386,0.0848272392276955,0.9282,0.9476,0.9457,0.9403,0.9413,0.9427,0.9425,0.9454,0.9286,0.9431,4e-04,-0.001,-3e-04,-9e-04,-0.0015,-0.0027,-0.0027,0,-0.0026,5e-04,8.29150147967301,0.0500653442185695,0.0497841018276452,0.0497695007628855,0.291253714343449,"None"
"1019",1499,0,50,0.005,60,-0.00036896870203661,-0.000360732868102697,-0.000362133826594624,-0.000463667064408176,0.00151231993805149,0.00149645409678551,0.00149777045366073,0.0486305212588525,0.9272,0.9473,0.9459,0.9415,0.9437,0.9438,0.944,0.9439,0.9313,0.9423,-0.0022,-0.0029,-0.0025,-0.0011,-0.0023,-0.003,-0.0032,-0.0025,7e-04,-0.0029,8.85974191295179,0.0388887520197264,0.0387012802328493,0.0386842812514977,0.22053382912534,"None"
"1020",1500,0,100,0.005,60,-0.000107594230612815,-0.000104583059989244,-0.000106133147163337,-0.00281894847611157,0.000741678965182325,0.000734559009988904,0.00073532879981471,0.0241782379547698,0.931,0.9496,0.9471,0.9459,0.9477,0.9469,0.9472,0.946,0.9319,0.9445,-8e-04,0,3e-04,-1e-04,1e-04,-5e-04,-6e-04,-4e-04,0.0029,-3e-04,9.31086152904426,0.0272349327669474,0.027118094967701,0.0271039025700344,0.155475749733308,"None"
"1021",1501,0,3,0.022,60,0.000571999553393812,0.00057073804460336,0.00057249272088807,0.0190776241679831,0.0307155305052358,0.0303021754014081,0.030302299596052,9.23542891193941,0.898,0.935,0.935,0.9238,0.9246,0.9487,0.9487,0.9347,0.6867,0.9191,-8e-04,-8e-04,-0.001,0,2e-04,-1e-04,-1e-04,-3e-04,-0.0061,3e-04,0,0.175266297813532,0.174083320132548,0.174082969148356,3.03907692483277,"None"
"1022",1502,0,5,0.022,60,-0.00124606273292151,-0.00131474095308031,-0.00131419132901796,0.0165841292054915,0.0184880139605261,0.0182394853588257,0.0182429279010493,1.30012607302453,0.9013,0.9404,0.9405,0.9333,0.933,0.9497,0.9495,0.94,0.8516,0.9281,0.0033,4e-04,7e-04,0.0015,8e-04,0.0027,0.0027,8e-04,4e-04,0.0019,11.5472192922155,0.135971725440268,0.13506674314838,0.135053992066615,1.14016710958824,"None"
"1023",1503,0,10,0.022,60,-0.00018321163043198,-0.000309755688408876,-0.000307820614734695,0.0052665453212628,0.00912579468877923,0.00899535215806633,0.00899676982122878,0.400782140273803,0.9002,0.9367,0.9363,0.9336,0.9347,0.9462,0.9462,0.9365,0.9067,0.929,0.0032,0.0051,0.0043,0.004,0.0039,0.0058,0.0058,0.0039,7e-04,0.0036,21.2089747761862,0.0955336264864716,0.0948555471502877,0.0948480670602324,0.63308331459809,"None"
"1024",1504,0,30,0.022,60,0.000166424830641009,0.000184059461771546,0.000185568274609819,0.000575119226974115,0.0030994141634836,0.00304201283714415,0.00304329725762671,0.103229255295638,0.8975,0.9428,0.9415,0.9411,0.9426,0.9464,0.9462,0.939,0.9253,0.9352,7e-04,0.0038,0.0043,0.0031,0.0034,0.0036,0.0038,0.0026,-5e-04,0.0022,24.7585537393994,0.0556749174754928,0.055168534317671,0.0551568961017337,0.321308649834328,"None"
"1025",1505,0,50,0.022,60,-0.00022277985071532,-0.000199513747966619,-0.000198883864055958,-0.00110185318435326,0.0018343776201254,0.00180216891497393,0.00180298651750609,0.059573058599178,0.897,0.9448,0.9435,0.9433,0.9452,0.9456,0.9457,0.9416,0.9285,0.9392,0.0024,0.0014,0.0011,5e-04,0.0018,6e-04,7e-04,0.0012,5e-04,0.0014,25.9222245750552,0.0428311970461666,0.0424632461717454,0.0424536139824671,0.244085645417685,"None"
"1026",1506,0,100,0.022,60,-1.05046391158414e-05,-4.1976022813106e-06,-4.61763423897033e-06,-6.23138738870617e-05,0.000911867513121817,0.000896551527772442,0.000896866671023546,0.0286927627906605,0.8999,0.9481,0.9463,0.9472,0.9492,0.949,0.9492,0.945,0.9386,0.9422,-5e-04,-1e-04,-5e-04,-4e-04,-2e-04,2e-04,4e-04,-6e-04,0.0026,-0.001,26.8316445458695,0.0301986522651962,0.0299492294614658,0.0299439672433364,0.169397840808225,"None"
"1027",1507,0,3,1.676,60,-0.0122420335555828,-0.0120123350138733,-0.0120144573663063,-0.033770557260761,0.595893651078872,0.582246794368435,0.582238689982795,211.939338047241,0.2898,0.8203,0.8202,0.9102,0.9104,0.9521,0.952,0.8204,0.6967,0.7529,0.0104,0.0059,0.0066,0.0044,0.0036,0.0017,0.0016,0.0074,1e-04,0.0057,94.5686886653933,0.771882998925161,0.76298922538447,0.762994570260742,14.5588252800855,"None"
"1028",1508,0,5,1.676,60,0.00174525736632956,0.000889430553033425,0.000894902890063426,-0.00956575224055089,0.355297242304619,0.345574669672581,0.345574014040743,24.4617909469258,0.292,0.8805,0.8792,0.9469,0.9467,0.9508,0.9508,0.8783,0.8452,0.8402,0.004,-0.0011,-0.0014,5e-04,3e-04,-0.0012,-0.0012,-5e-04,0,-8e-04,95.5229237951728,0.596095402896449,0.587884150123948,0.587884716104965,4.94612432697518,"None"
"1029",1509,0,10,1.676,60,-0.0063232398686632,-0.00617965508623385,-0.00617965376052719,-0.0244737362924508,0.173777826577435,0.168503946717123,0.16850506973061,7.59036760680123,0.2936,0.9236,0.9232,0.955,0.9562,0.9547,0.9547,0.9241,0.9062,0.9038,0.0066,-0.001,-4e-04,6e-04,0.0014,3e-04,3e-04,0.0011,4e-04,0.0016,96.0227419357566,0.416839559947076,0.410467696637638,0.410466328510417,2.75509123184745,"None"
